statements,status
I'm having a hard time accepting my new reality.,Negative
i can't stop thinking about you. maybe it's because i know you'll never be mine.,Negative
"Dear diary, today was one of the worst days of my life. I am tired of feeling like this.",Negative
I can't wait to meet with my girlfriends for dinner tonight.,Positive
I'm so glad that I get to see him again in just a few days.,Positive
I'm so Positive to be able to share this news with you!,Positive
"I have been feeling very overwhelmed lately. I'm not sure if it's because of the stress of school or because of the recent breakup, but I can't seem to find a way to relax.",Negative
We are so blessed this year. I only wish that I could have found a way to be more of a help to the people I love. I have not done enough and I am sorry.,Positive
I can't believe I'm going to be a mother!,Positive
I had a bad day at work today and I am so tired.,Negative
"I know I should be working on my projects, but I just can't seem to get motivated. Maybe I need to take a break and clear my head.",Negative
I love you,Positive
I feel like I'm not good enough.,Negative
Iâ€™m so Positive that I got to spend more time with my family today.,Positive
I was thinking about you today.,Positive
I'm so tired of being the only one who has to do everything around here. I'm starting to resent my husband for not helping out more.,Negative
"I'm not sure what my future holds, but I'm sure I'm going to be Positive.",Positive
i'm Positive to be alive and i feel good today,Positive
I am so exhausted today. I don't know how I'm going to get through this.,Negative
I can't believe I sat down to do this.  I am just so incapable of sitting down and writing.  I have tried so many times and it just doesn't happen.  I'm not sure why.  I guess I just don't have the patience.  I could sit,Positive
I have a lot of work to do tomorrow.,Negative
I was feeling so lonely that I couldn't stop crying.,Negative
I wish I could be as calm as my husband.,Negative
I can't believe it's been a year since my father passed away. I still miss him so much.,Negative
"I was thinking about going to the mall today, but it's snowing and I don't want to drive in that. I guess I'll just stay home and work on my cross-stitching instead.",Negative
I'm so lonely. I don't even have any friends.,Negative
I hate myself for being so indecisive. I can never make up my mind about anything!,Negative
"Today was a good day, I am so Positive I got to see my friend today.",Positive
I'm so excited to see my mom tomorrow! We haven't seen each other in months and I'm really looking forward to catching up.,Positive
I just don't feel like myself these days.,Negative
I'm so glad I went to the party last night. I had so much fun.,Positive
Today I had a nice conversation with my sister. We talked about our childhood memories and our hopes for the future. It was a nice way to spend some time together.,Positive
"wow, she was really nice.",Positive
"It was so much fun, but it's strange to see a new side of Jason. Sometimes he's like a big kid, but then he's like a total grown-up.",Negative
I feel like I'm losing my mind.,Positive
I'm so tired of the world. I can't wait to get away from it all.,Negative
I'm so tired of working so hard and not getting the results I want.,Negative
I'm so proud of you.,Positive
I am so excited to be going to New York tomorrow! I have never been there before and I can't wait to explore the city. I am going to visit all the famous landmarks and I am sure it will be an incredible experience. I am also looking forward to trying out all the amazing restaurants and caf,Positive
I'm so glad we get to spend this time together.,Positive
I want to spend all day in bed!,Negative
i dont know if you can tell but my feelings are all over the place. i feel like i am constantly confused.,Positive
I am so tired today.,Negative
I just don't know what to do with myself today.,Negative
"I just got a haircut, and my hair looks so much healthier!",Positive
Negativeness.,Negative
I'm feeling so excited about my new job. It's going to be such a great experience. I can't wait to get started!,Positive
I've been feeling so down lately that I just don't know what to do.,Negative
"I was thinking of taking a trip to visit my mother for the weekend, so I called her to see if she had any plans. She was very Positive to hear from me, and told me she'd be glad to have me for a visit. She said that she was going to have her friends over on Saturday",Positive
I feel like I am going to explode.,Negative
I can't believe it's been a year since I started this journal. It's been an amazing journey and I'm so grateful for all the friends I've made along the way. I can't wait to see what the future holds for me.,Positive
"I'm not sure if I'm ready to do this, but I know that I have to.",Positive
"Dear diary, today I went to the mall and bought a new top. I also got a new pair of shoes. I'm so excited!",Positive
